"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MRPL51",1.51252312353148e-09,0.262535524847388,0.306,0.171,3.615686526802e-05,"2","MRPL51"
"ARL4A",1.55445900842965e-09,0.308260459246426,0.295,0.165,3.71593425965107e-05,"2","ARL4A"
"C4orf48",2.10394248159371e-09,0.266010812671416,0.258,0.137,5.02947450224977e-05,"2","C4orf48"
"POLR2L",2.12128494030966e-09,0.33896381273407,0.631,0.457,5.07093164981024e-05,"2","POLR2L"
"COX7A2",2.74818104573625e-09,0.277661405384658,0.723,0.54,6.56952678983251e-05,"2","COX7A2"
"STK17A.1",2.79032450864123e-09,0.297290266109195,0.726,0.539,6.67027073790685e-05,"2","STK17A"
"MPG",2.90963892981727e-09,0.255410922534801,0.276,0.149,6.95549186172818e-05,"2","MPG"
"GIMAP4",3.04482019941369e-09,-0.456963317234889,0.284,0.414,7.27864268669842e-05,"2","GIMAP4"
"ALKBH5",3.24967379812839e-09,0.285725122054569,0.182,0.086,7.76834521442591e-05,"2","ALKBH5"
"TSPO.1",3.64966652741346e-09,0.26231209333673,0.525,0.345,8.72452783378187e-05,"2","TSPO"
"GLIPR1",3.68166013259905e-09,0.286372979759434,0.493,0.328,8.80100854697803e-05,"2","GLIPR1"
"NPM1.1",4.91739823861047e-09,0.318693815047657,0.882,0.764,0.000117550404893983,"2","NPM1"
"CSNK1D",4.94262896685581e-09,0.317140218796283,0.323,0.189,0.000118153545452688,"2","CSNK1D"
"AC020916.1.1",4.98696762332146e-09,0.311002040588019,0.201,0.1,0.000119213461035499,"2","AC020916.1"
"GK5.1",6.02141376978461e-09,-0.50870604159357,0.042,0.129,0.000143941896166701,"2","GK5"
"ZYX.1",6.77970158673304e-09,0.312193042560057,0.42,0.268,0.000162068766430853,"2","ZYX"
"BIRC3.1",6.88466063982702e-09,0.293997359604107,0.309,0.181,0.000164577812595065,"2","BIRC3"
"OSBPL5.1",7.06352677789004e-09,-0.441564323522259,0.037,0.121,0.000168853607625461,"2","OSBPL5"
"FAM177A1.1",7.71718646864304e-09,0.411146573020506,0.583,0.423,0.000184479342532912,"2","FAM177A1"
"CRTAM.1",7.78256996862205e-09,0.578640529983304,0.357,0.231,0.00018604233509991,"2","CRTAM"
"BIRC2",8.78833106738988e-09,0.25681988412515,0.246,0.13,0.000210085054165955,"2","BIRC2"
"EVI2A",9.17533722333495e-09,0.284447606165064,0.314,0.18,0.000219336436323822,"2","EVI2A"
"EIF4A2",9.24621370922481e-09,-0.378992130112987,0.666,0.688,0.000221030738719019,"2","EIF4A2"
"S100A11",9.99152123209178e-09,0.345439925885718,0.532,0.38,0.000238847315053154,"2","S100A11"
"GSTP1.1",1.11743532993127e-08,0.288794169421543,0.691,0.522,0.000267122915620069,"2","GSTP1"
"HLA-DPA1.1",1.18193894480643e-08,0.392475789389454,0.657,0.51,0.000282542504755976,"2","HLA-DPA1"
"SGK1.1",1.25917024475322e-08,0.296000555366112,0.134,0.056,0.000301004647008257,"2","SGK1"
"PRDX6",1.37511726716703e-08,0.257466812897153,0.495,0.326,0.000328721782716278,"2","PRDX6"
"LPCAT1.1",1.4675751087799e-08,-0.535467696180578,0.102,0.201,0.000350823829753836,"2","LPCAT1"
"TIPARP",1.54224489780565e-08,0.336959935818613,0.288,0.167,0.000368673642820441,"2","TIPARP"
"SEC11A",1.75217239737642e-08,0.254003275829235,0.473,0.306,0.000418856811592833,"2","SEC11A"
"IFI27L2",1.89690953405293e-08,0.25257295674615,0.32,0.186,0.000453456224115353,"2","IFI27L2"
"PYHIN1.1",2.21069461447805e-08,-0.585036642285446,0.219,0.319,0.000528466547590977,"2","PYHIN1"
"ABHD17A.1",2.22414411376233e-08,-0.591689345299261,0.161,0.259,0.000531681650394886,"2","ABHD17A"
"ITGB2-AS1.1",2.36940802377024e-08,-0.413583376010185,0.06,0.149,0.000566406988082276,"2","ITGB2-AS1"
"BTG3.1",2.56235224004755e-08,0.286354324343666,0.313,0.185,0.000612530302983367,"2","BTG3"
"CALM1.1",2.70489144870958e-08,-0.250854466354941,0.885,0.888,0.000646604300814024,"2","CALM1"
"CD47.2",2.70984269496305e-08,-0.550577122505343,0.239,0.336,0.000647787896230918,"2","CD47"
"HMGB2.1",2.86504375884549e-08,0.378005705095461,0.562,0.407,0.000684888710552014,"2","HMGB2"
"GLUL.1",3.27834101012451e-08,0.436877576425467,0.33,0.206,0.000783687418470263,"2","GLUL"
"HLA-C",3.31948643275065e-08,0.330617275915031,0.993,0.979,0.000793523231749042,"2","HLA-C"
"SYNE2.1",4.23017832286124e-08,-0.571813327653658,0.302,0.393,0.00101122412807998,"2","SYNE2"
"ZEB2.2",4.87968127430737e-08,-0.508210217862547,0.359,0.455,0.00116648780862318,"2","ZEB2"
"H2AFZ.1",5.17992641477912e-08,0.351363850926927,0.606,0.443,0.00123826140945295,"2","H2AFZ"
"CD247.2",5.32551218488667e-08,-0.431859416860085,0.581,0.634,0.00127306368779716,"2","CD247"
"FKBP4.1",5.44023895588279e-08,0.434497910972418,0.23,0.126,0.00130048912240378,"2","FKBP4"
"NOP58.1",5.56340530338862e-08,0.308145181788132,0.435,0.291,0.00132993203777505,"2","NOP58"
"CDKN2D.1",5.96512429408723e-08,-0.413397071310498,0.074,0.162,0.00142596296250155,"2","CDKN2D"
"SAMHD1.1",6.10158219351561e-08,-0.541806559328768,0.12,0.213,0.00145858322335991,"2","SAMHD1"
"RANBP1",6.42928797256439e-08,0.263119655581625,0.279,0.16,0.00153692128984152,"2","RANBP1"
"ADGRE5",7.09293924149449e-08,0.312676085754154,0.634,0.492,0.00169556712567926,"2","ADGRE5"
"TRAF3IP3.1",7.22054152400393e-08,-0.500772014853386,0.223,0.321,0.00172607045131314,"2","TRAF3IP3"
"TSPAN5",7.33105273564332e-08,0.277687797750289,0.148,0.069,0.00175248815645553,"2","TSPAN5"
"ALDOA",8.21298768593474e-08,0.282437986673868,0.696,0.531,0.0019633147063227,"2","ALDOA"
"SSH2.1",8.97431327480703e-08,-0.543773578572472,0.164,0.255,0.00214530958834262,"2","SSH2"
"RCBTB2.1",9.80097188852517e-08,-0.376408553676234,0.035,0.109,0.00234292232995194,"2","RCBTB2"
"AKAP13",1.11355468756344e-07,0.272666655663181,0.56,0.393,0.0026619524806204,"2","AKAP13"
"RNF126.1",1.13100048147722e-07,-0.481850053947342,0.161,0.254,0.00270365665097128,"2","RNF126"
"SLAMF6.1",1.13119038660991e-07,-0.383425846956053,0.074,0.162,0.002704110619191,"2","SLAMF6"
"GLIPR2",1.2108207219872e-07,0.251056734974685,0.299,0.177,0.00289446693591039,"2","GLIPR2"
"LTB.2",1.48077252148299e-07,0.377395307560413,0.254,0.149,0.00353978671260508,"2","LTB"
"MAT2A",1.63342238813625e-07,0.270633568559325,0.283,0.166,0.00390469621883971,"2","MAT2A"
"STOM",1.66733213400787e-07,0.28694494348933,0.422,0.288,0.0039857574663458,"2","STOM"
"ATM.1",1.7386488833879e-07,-0.564629798175567,0.157,0.249,0.00415624015573876,"2","ATM"
"SSBP4.1",1.75278746360875e-07,-0.507891491712545,0.178,0.271,0.00419003843175671,"2","SSBP4"
"HOPX.2",1.77243250278432e-07,0.300332758070527,0.724,0.579,0.00423699989790591,"2","HOPX"
"ATP5MG",1.94218386052511e-07,0.254611251923746,0.857,0.757,0.00464279051858528,"2","ATP5MG"
"ADD3.1",1.96611726057243e-07,-0.521570186451431,0.157,0.253,0.00470000331139839,"2","ADD3"
"JPT1.1",2.22000332764144e-07,0.267800344086185,0.323,0.199,0.00530691795472686,"2","JPT1"
"TSC22D1",2.51049877356218e-07,0.368769567671326,0.127,0.058,0.00600134731820039,"2","TSC22D1"
"C1orf162.1",2.77314709620658e-07,-0.476030069042741,0.09,0.175,0.00662920813348182,"2","C1orf162"
"MAPK1.1",2.79243108114214e-07,-0.515038248176975,0.216,0.306,0.00667530649947028,"2","MAPK1"
"STARD3NL.1",2.88407565159854e-07,0.290903799258594,0.306,0.192,0.00689438284514632,"2","STARD3NL"
"PRMT9",2.98994671196893e-07,0.281113204505362,0.205,0.113,0.00714746761496172,"2","PRMT9"
"IRF7",3.41874119777313e-07,0.344589517961702,0.244,0.141,0.00817250083327666,"2","IRF7"
"CD8B.1",3.6327134680177e-07,-0.691972805763279,0.284,0.368,0.00868400154529632,"2","CD8B"
"ERN1.1",3.69181707564947e-07,-0.438473593881074,0.246,0.344,0.00882528871934006,"2","ERN1"
"ODC1.1",4.40428981941981e-07,0.329788186819035,0.498,0.358,0.0105284548133231,"2","ODC1"
"MYO1G.2",4.51227437770017e-07,-0.465388001811241,0.196,0.286,0.0107865918998923,"2","MYO1G"
"ITGAM.2",4.71681127170559e-07,-0.37151487052806,0.042,0.114,0.0112755373450122,"2","ITGAM"
"OAT",5.06484599818034e-07,0.311885387185379,0.194,0.106,0.0121075143586501,"2","OAT"
"TRGC2",5.27995507189704e-07,0.366119835743161,0.193,0.107,0.0126217325993699,"2","TRGC2"
"ITGAL.1",5.37978099422787e-07,-0.533569254738442,0.198,0.282,0.0128603664667017,"2","ITGAL"
"CCNH",6.11372547955939e-07,-0.491611952999179,0.382,0.448,0.0146148607588867,"2","CCNH"
"PNP",6.58586123680198e-07,0.259343087897109,0.242,0.139,0.0157435012865751,"2","PNP"
"GRK6.1",6.82205369753836e-07,-0.457612392582238,0.133,0.218,0.0163081193639655,"2","GRK6"
"GZMB.2",7.08097382534755e-07,0.539912090856335,0.776,0.69,0.0169270679294933,"2","GZMB"
"SH3BP5.1",7.46429229496622e-07,-0.465115562720291,0.118,0.202,0.0178433907311167,"2","SH3BP5"
"CYCS",7.79256567747106e-07,0.27019410852947,0.647,0.495,0.0186281282519946,"2","CYCS"
"TPST2.1",7.81217467300877e-07,-0.489072646101034,0.254,0.342,0.0186750035558275,"2","TPST2"
"BCAS2.1",9.67823749721957e-07,0.265833244730841,0.438,0.298,0.0231358267371034,"2","BCAS2"
"HSPA5",9.73960926708771e-07,0.323229370573409,0.772,0.667,0.0232825359529732,"2","HSPA5"
"KLF12",1.29081196922834e-06,-0.377251895293617,0.053,0.123,0.0308568601244036,"2","KLF12"
"PRMT2.1",1.29413570896602e-06,-0.476495019174599,0.35,0.418,0.0309363141228326,"2","PRMT2"
"KLRK1",1.41659832930661e-06,0.272388239943711,0.544,0.405,0.0338637830620745,"2","KLRK1"
"ARHGAP25.1",1.46390082717731e-06,-0.452505215058243,0.138,0.224,0.0349945492736736,"2","ARHGAP25"
"TNFSF14",1.53593395943877e-06,0.360751759226869,0.161,0.085,0.0367165013003837,"2","TNFSF14"
"MCL1.1",1.54064284824705e-06,0.272120347076896,0.664,0.515,0.0368290672873458,"2","MCL1"
"TBC1D10C.1",1.86214121662923e-06,-0.432977230446021,0.352,0.423,0.0445144857835217,"2","TBC1D10C"
"LINC00944.1",1.935121824968e-06,-0.352034070908013,0.071,0.146,0.04625908722586,"2","LINC00944"
"RNF166.1",1.94285805696243e-06,-0.477084164564103,0.244,0.321,0.046444021851687,"2","RNF166"
"GRAP2",2.04229371199697e-06,-0.360811312018481,0.058,0.129,0.0488210311852877,"2","GRAP2"
"IER2.1",3.04392091201419e-06,-0.356235590469588,0.723,0.741,0.0727649294016992,"2","IER2"
"HSP90AB1.1",3.11842677637938e-06,0.357486319878943,0.864,0.746,0.0745459920893491,"2","HSP90AB1"
"PATL2.1",3.32572334330558e-06,-0.453963293564874,0.094,0.169,0.0795014165217198,"2","PATL2"
"IKZF1.1",3.63528201183358e-06,-0.409708171388139,0.263,0.351,0.0869014164928817,"2","IKZF1"
"FKBP11.1",3.98070492096066e-06,-0.436485310908215,0.148,0.227,0.0951587511355645,"2","FKBP11"
"CEBPB.1",4.47616193981385e-06,-0.433762402496259,0.18,0.265,0.10700265117125,"2","CEBPB"
"SELENOK.1",4.99174891725317e-06,0.263921061349671,0.661,0.518,0.119327757866937,"2","SELENOK"
"KMT2E-AS1.1",5.03922332097052e-06,-0.473293897349054,0.217,0.297,0.1204626334878,"2","KMT2E-AS1"
"CD300A.1",5.27889453818803e-06,-0.415508334828177,0.115,0.195,0.126191973935385,"2","CD300A"
"LAIR1.1",5.44540676638461e-06,-0.428175197873771,0.08,0.15,0.130172448750424,"2","LAIR1"
"EVL",6.36557462298119e-06,0.267254874227666,0.673,0.559,0.152169061362365,"2","EVL"
"HDDC2.1",6.62068972895224e-06,-0.418820802937001,0.118,0.194,0.158267587970603,"2","HDDC2"
"CYTH1.1",6.8505117057514e-06,-0.440803203840392,0.191,0.27,0.163761482325987,"2","CYTH1"
"NFATC2.1",7.80391553172911e-06,-0.487995544688982,0.191,0.267,0.186552600785984,"2","NFATC2"
"TUBB4B",8.44293495534247e-06,0.329725409222816,0.557,0.419,0.201828360107462,"2","TUBB4B"
"CD37",1.11904094054422e-05,-0.266309662292211,0.763,0.743,0.267506736837095,"2","CD37"
"C12orf75.2",1.1260217656084e-05,-0.382580929414081,0.373,0.446,0.269175503068688,"2","C12orf75"
"ZAP70.1",1.53120948013573e-05,-0.391986264949402,0.382,0.442,0.366035626226446,"2","ZAP70"
"DENND2D.1",1.78550582867298e-05,-0.445451767895812,0.235,0.31,0.426825168344277,"2","DENND2D"
"STAT3",1.79420540855488e-05,0.281902700924362,0.459,0.344,0.428904802915045,"2","STAT3"
"AGTPBP1",2.03714173204551e-05,-0.369851786846142,0.06,0.123,0.486978731045479,"2","AGTPBP1"
"SLC44A2.1",2.04006853967381e-05,-0.422014711076899,0.17,0.243,0.487678384409024,"2","SLC44A2"
"STK38.1",2.55187164791442e-05,-0.413308810710012,0.113,0.181,0.610024917433941,"2","STK38"
"CCL4L2.1",2.59663707419902e-05,-0.512690407682023,0.408,0.476,0.620726092587275,"2","CCL4L2"
"SYTL1.1",2.63809359590989e-05,-0.467736825425958,0.23,0.298,0.630636274102259,"2","SYTL1"
"BTN3A2.1",3.18616354706623e-05,-0.409061534406729,0.244,0.315,0.761652395926181,"2","BTN3A2"
"BPGM",3.86628826895981e-05,-0.350177425361069,0.08,0.144,0.924236210694842,"2","BPGM"
"ARRB2.1",3.92430643116928e-05,-0.378097885841854,0.219,0.287,0.938105452371018,"2","ARRB2"
"PGAM1.1",3.98435022809843e-05,0.260895754833548,0.509,0.382,0.952458922026931,"2","PGAM1"
"DIP2A.1",4.73022586223673e-05,-0.376274177564091,0.127,0.2,1,"2","DIP2A"
"CTDSP1.1",5.50147910844543e-05,-0.34947124873367,0.154,0.227,1,"2","CTDSP1"
"PPP2R5C.1",5.94120914196958e-05,-0.393330502690094,0.383,0.439,1,"2","PPP2R5C"
"CCDC88C.1",5.97332286930539e-05,-0.393367982751787,0.15,0.215,1,"2","CCDC88C"
"AKNA.1",6.14879270361432e-05,-0.409940575279046,0.332,0.393,1,"2","AKNA"
"C11orf21.1",6.65023606080212e-05,-0.334373650753763,0.072,0.132,1,"2","C11orf21"
"AL139246.5.1",7.46459042825679e-05,-0.278598393238322,0.051,0.107,1,"2","AL139246.5"
"FOS.1",7.50792471356177e-05,0.311881595531289,0.837,0.745,1,"2","FOS"
"JUNB.1",7.67015527708686e-05,-0.282642760992591,0.781,0.794,1,"2","JUNB"
"VAMP2.1",7.87189800347892e-05,-0.342455415520591,0.567,0.578,1,"2","VAMP2"
"PAXX.1",7.99549587145936e-05,-0.347356743289292,0.53,0.552,1,"2","PAXX"
"CD8A.1",8.42683272429974e-05,-0.387702304798409,0.461,0.521,1,"2","CD8A"
"HNRNPL.1",9.57375712442204e-05,-0.408740082260378,0.253,0.315,1,"2","HNRNPL"
"ARL4C.1",9.59205514821275e-05,-0.377818521974792,0.36,0.425,1,"2","ARL4C"
"ATP1B3",9.72103535752463e-05,0.287174250497793,0.246,0.164,1,"2","ATP1B3"
"DNAJA1.1",0.000109947532969092,0.339064296490901,0.721,0.58,1,"2","DNAJA1"
"NEAT1.1",0.000138346667789477,-0.455929527830828,0.521,0.55,1,"2","NEAT1"
"ARPC5L.1",0.000140480327815596,-0.401556191761037,0.346,0.396,1,"2","ARPC5L"
"MT-ND6",0.000143096693101075,-0.347007894229424,0.405,0.459,1,"2","MT-ND6"
"HSPD1.1",0.000153483174536156,0.512495026117052,0.583,0.476,1,"2","HSPD1"
"CASP1",0.000156174294346216,-0.356598639502264,0.138,0.201,1,"2","CASP1"
"ZNF831",0.000161685497925225,-0.35140748954391,0.09,0.149,1,"2","ZNF831"
"PILRB",0.000165359086510488,-0.352361891469987,0.076,0.132,1,"2","PILRB"
"KLF9.1",0.000172867775468231,-0.319835477117492,0.055,0.105,1,"2","KLF9"
"THEMIS",0.00018087958280262,-0.324479055244662,0.067,0.121,1,"2","THEMIS"
"AHNAK",0.000210124296623585,-0.256679225362012,0.428,0.476,1,"2","AHNAK"
"ITPRIP.1",0.00022533331008356,-0.445952001688186,0.159,0.22,1,"2","ITPRIP"
"MCUB",0.000241820170621563,-0.356484399148846,0.141,0.199,1,"2","MCUB"
"CD5.1",0.000276391235407194,-0.323566650452189,0.071,0.123,1,"2","CD5"
"IQGAP2",0.000276829215902842,-0.356339691831169,0.187,0.249,1,"2","IQGAP2"
"GNG2.1",0.000318867643444056,-0.326512594425206,0.576,0.591,1,"2","GNG2"
"RGS3.1",0.000341846295736051,-0.28450927781478,0.058,0.107,1,"2","RGS3"
"PLEKHF1.1",0.000368096500125585,-0.30459400917657,0.104,0.162,1,"2","PLEKHF1"
"RCC1.1",0.000392928546815119,-0.286001376061766,0.065,0.114,1,"2","RCC1"
"TNFRSF14.1",0.000401753712443487,-0.397121324574026,0.216,0.271,1,"2","TNFRSF14"
"ARPC5.1",0.000420778569497717,-0.371269485255706,0.343,0.386,1,"2","ARPC5"
"CCDC107",0.000432168258587946,-0.379472853128094,0.23,0.289,1,"2","CCDC107"
"MYLIP",0.000493922852221306,-0.372499572137488,0.217,0.275,1,"2","MYLIP"
"SMAP2.1",0.000494921586021278,-0.356809325092895,0.261,0.325,1,"2","SMAP2"
"LINC02256",0.000516498951955469,-0.323350166243413,0.065,0.114,1,"2","LINC02256"
"HSPA8.1",0.000530320181693521,0.336626617711591,0.938,0.904,1,"2","HSPA8"
"GIMAP1.1",0.000541446218063292,-0.342635738845998,0.184,0.236,1,"2","GIMAP1"
"APMAP.1",0.000562823355429998,-0.308113216845406,0.429,0.459,1,"2","APMAP"
"CEBPD",0.000576595343646444,0.347684205374908,0.21,0.142,1,"2","CEBPD"
"CD320.1",0.00060600863931175,-0.365201987387641,0.106,0.158,1,"2","CD320"
"BTN3A3",0.00062344721293493,-0.277610938888375,0.088,0.142,1,"2","BTN3A3"
"SH3KBP1.1",0.000644635466455273,-0.378839229174143,0.267,0.317,1,"2","SH3KBP1"
"RBM39.1",0.000652503401575189,-0.308935014224348,0.682,0.664,1,"2","RBM39"
"ZBTB38",0.000723037409759848,-0.30722589373662,0.143,0.199,1,"2","ZBTB38"
"ORAI1",0.000777173624863698,-0.339361286300707,0.125,0.176,1,"2","ORAI1"
"VAV3",0.000805719089614597,-0.281740507132689,0.069,0.116,1,"2","VAV3"
"NPRL2.1",0.000809455073631357,-0.321516766462446,0.067,0.113,1,"2","NPRL2"
"UBB",0.000863221494340831,0.264558555845628,0.943,0.877,1,"2","UBB"
"MIB2.1",0.000865884987540123,-0.346707441731724,0.094,0.142,1,"2","MIB2"
"ADAM10.1",0.000869671232408425,-0.313777305481614,0.095,0.149,1,"2","ADAM10"
"TMBIM1.1",0.000873041292421474,-0.358007722742226,0.193,0.245,1,"2","TMBIM1"
"USP28",0.000943766184195614,-0.278719600777043,0.067,0.113,1,"2","USP28"
"PRR5.1",0.000996154036710492,-0.283185971888518,0.092,0.142,1,"2","PRR5"
"BTN3A1.1",0.00101917398257325,-0.336987583353966,0.148,0.203,1,"2","BTN3A1"
"PARP15.1",0.00103279403563164,-0.328555353032009,0.108,0.158,1,"2","PARP15"
"MT2A",0.00106759875081905,0.334283943698726,0.643,0.566,1,"2","MT2A"
"SPSB3",0.00109695906293275,-0.369637011552373,0.256,0.3,1,"2","SPSB3"
"FCMR",0.00109947015741261,-0.304247786005649,0.18,0.239,1,"2","FCMR"
"DNAJB4",0.00135966908581681,0.501662093815732,0.24,0.179,1,"2","DNAJB4"
"PRDM1.1",0.00137334694106434,-0.326608046957628,0.189,0.245,1,"2","PRDM1"
"GADD45B.1",0.00143131986770001,-0.264199307268511,0.698,0.704,1,"2","GADD45B"
"CASP8.1",0.00146787399961321,-0.335570047197142,0.161,0.211,1,"2","CASP8"
"YPEL3.1",0.00159714183165415,-0.318252500138237,0.178,0.23,1,"2","YPEL3"
"RPL27A",0.00176287847730975,-0.251612691755134,0.784,0.738,1,"2","RPL27A"
"SIPA1",0.00189937400752844,-0.344675922994706,0.115,0.162,1,"2","SIPA1"
"HLA-F",0.00195750333938896,-0.32909778679814,0.491,0.49,1,"2","HLA-F"
"ZFAND2A.1",0.00204929831128711,0.825131336606938,0.322,0.252,1,"2","ZFAND2A"
"RNF167.1",0.00211662911427993,-0.36861483414319,0.281,0.314,1,"2","RNF167"
"ANXA6.1",0.00215571982493989,-0.303072305337539,0.451,0.464,1,"2","ANXA6"
"TFDP2.2",0.00220163558451107,-0.312582344964334,0.113,0.159,1,"2","TFDP2"
"PPP1R10",0.00242713904996462,-0.385007608878044,0.186,0.23,1,"2","PPP1R10"
"TC2N",0.00243249426954881,-0.355049980777135,0.196,0.248,1,"2","TC2N"
"PPP1R18.1",0.00248768834438902,-0.34740373390482,0.314,0.354,1,"2","PPP1R18"
"LAT.1",0.00258312418773554,-0.337398097645883,0.29,0.327,1,"2","LAT"
"FTH1.1",0.00261862112456653,0.285902634509407,0.97,0.939,1,"2","FTH1"
"UTRN.1",0.00270825095318825,-0.356712831960694,0.168,0.212,1,"2","UTRN"
"PTPRE.1",0.00272027360890621,-0.338682273061148,0.102,0.146,1,"2","PTPRE"
"TP53TG1",0.00273159007500405,-0.253056646318176,0.071,0.112,1,"2","TP53TG1"
"FCRL3",0.00277768588777372,-0.260707753207564,0.065,0.107,1,"2","FCRL3"
"MED15.1",0.00278918443450454,-0.32292354305055,0.12,0.165,1,"2","MED15"
"FLI1.1",0.00280068412591936,-0.282586115460101,0.203,0.253,1,"2","FLI1"
"JUN.1",0.00313052876903698,0.332690876805405,0.845,0.779,1,"2","JUN"
"NFKBIA",0.00324650362245862,-0.311103348475321,0.615,0.622,1,"2","NFKBIA"
"NPC2",0.00334718986091023,-0.297445186872217,0.111,0.155,1,"2","NPC2"
"GLRX.1",0.00363637706812849,-0.266176835943556,0.12,0.165,1,"2","GLRX"
"PTPN2.1",0.00382203196898958,-0.351360181737609,0.203,0.245,1,"2","PTPN2"
"KRT10",0.00390472308369633,-0.286647249372948,0.415,0.432,1,"2","KRT10"
"SPOCK2.1",0.0040196939701888,-0.346718136914587,0.316,0.355,1,"2","SPOCK2"
"TES.1",0.00410833557697271,-0.33822827502602,0.228,0.268,1,"2","TES"
"FAM111A",0.00437850099718343,-0.256990003679819,0.09,0.133,1,"2","FAM111A"
"IL32",0.00438883495602881,0.29139745554185,0.804,0.826,1,"2","IL32"
"DHRS7.1",0.00459162196302754,-0.302524543411752,0.518,0.503,1,"2","DHRS7"
"HLA-DQA1.2",0.00488610379608672,0.285726634626266,0.33,0.257,1,"2","HLA-DQA1"
"CD160.2",0.0049350602821618,-0.257722777687861,0.129,0.176,1,"2","CD160"
"RGS19.1",0.0050338664874438,-0.316853873928,0.194,0.235,1,"2","RGS19"
"RBL2",0.00510627576052019,-0.32342550747414,0.235,0.274,1,"2","RBL2"
"PTPN18.1",0.00568624184127335,-0.271771245539223,0.124,0.166,1,"2","PTPN18"
"SASH3.2",0.00631120337769279,-0.320669929917071,0.189,0.228,1,"2","SASH3"
"PTPN4.1",0.00635655513474064,-0.338856849711733,0.244,0.281,1,"2","PTPN4"
"IL12RB1.1",0.0069523092939129,-0.256240781731529,0.074,0.111,1,"2","IL12RB1"
"GIMAP2",0.00743417761786569,-0.266562440330083,0.102,0.142,1,"2","GIMAP2"
"RGS14",0.00762388054827975,-0.306649190885367,0.12,0.159,1,"2","RGS14"
"IPCEF1",0.00809286951120097,-0.283225706285562,0.124,0.165,1,"2","IPCEF1"
"CYFIP2.1",0.00836784038538299,-0.313192987276795,0.233,0.264,1,"2","CYFIP2"
"NDE1",0.00931908109481183,-0.292212882519017,0.087,0.121,1,"2","NDE1"
"RAB9A.1",0.009444298112324,-0.276181631982152,0.2,0.241,1,"2","RAB9A"
"IGF2R.1",0.00993270434053042,-0.271736366728341,0.099,0.137,1,"2","IGF2R"
